customer_id,tenure_months,contract,internet_service,monthly_charges,total_charges,payment_method,tech_support,online_security,senior_citizen,partner,paperless_billing,num_support_tickets,churn
CUST03001,31,Month-to-month,Fiber optic,51.39,1589.11,Bank transfer (automatic),Yes,No,0,Yes,No,3,0
CUST03002,13,One year,DSL,102.37,1277.58,Credit card (automatic),No,Yes,0,Yes,No,0,0
CUST03003,49,One year,No,96.44,4505.87,Credit card (automatic),Yes,No,0,No,Yes,1,0
CUST03004,27,Month-to-month,No,46.73,1226.47,Credit card (automatic),Yes,Yes,0,Yes,Yes,0,0
CUST03005,52,Month-to-month,No,19.46,969.63,Credit card (automatic),Yes,Yes,0,No,Yes,1,0
CUST03006,23,One year,No,30.05,661.59,Electronic check,Yes,Yes,1,Yes,No,1,0
CUST03007,21,One year,DSL,107.49,2190.71,Credit card (automatic),Yes,Yes,0,Yes,No,2,0
CUST03008,29,One year,Fiber optic,103.33,2947.07,Electronic check,No,No,0,No,No,4,0
CUST03009,62,Month-to-month,DSL,48.11,2869.9,Credit card (automatic),No,No,0,Yes,Yes,1,0
CUST03010,3,One year,No,47.09,140.39,Electronic check,No,No,0,Yes,No,1,0
CUST03011,58,One year,No,98.87,5551.66,Bank transfer (automatic),No,Yes,0,No,No,1,0
CUST03012,7,Month-to-month,No,113.65,792.93,Electronic check,Yes,Yes,0,No,Yes,5,1
CUST03013,11,Month-to-month,Fiber optic,97.47,1044.96,Credit card (automatic),No,Yes,0,No,No,0,1
CUST03014,30,Month-to-month,Fiber optic,79.77,2360.4,Electronic check,Yes,No,1,No,Yes,0,1
CUST03015,33,One year,DSL,42.75,1400.1,Mailed check,No,No,0,No,Yes,1,0
CUST03016,48,Month-to-month,DSL,71.63,3357.39,Credit card (automatic),No,No,0,No,Yes,0,1
CUST03017,56,One year,Fiber optic,41.82,2324.39,Bank transfer (automatic),No,No,0,No,Yes,3,0
CUST03018,25,Two year,Fiber optic,100.42,2432.42,Electronic check,Yes,No,0,No,No,0,0
CUST03019,17,One year,No,57.47,945.89,Mailed check,Yes,No,0,Yes,No,0,0
CUST03020,37,Two year,DSL,103.04,3773.22,Electronic check,Yes,No,0,No,Yes,0,0
CUST03021,49,Two year,No,56.92,2683.27,Bank transfer (automatic),No,No,0,No,Yes,2,0
CUST03022,7,Month-to-month,Fiber optic,102.06,704.31,Credit card (automatic),No,No,0,Yes,Yes,0,0
CUST03023,40,One year,No,52.0,1984.02,Bank transfer (automatic),No,Yes,0,No,No,3,0
CUST03024,5,Month-to-month,No,62.89,308.72,Electronic check,Yes,No,1,Yes,Yes,2,1
CUST03025,68,Two year,No,80.78,5477.09,Mailed check,No,No,0,No,No,1,0
CUST03026,43,Month-to-month,DSL,25.17,1052.9,Credit card (automatic),No,No,1,No,No,2,1
CUST03027,63,Two year,No,114.72,7016.31,Electronic check,Yes,Yes,0,Yes,Yes,3,0
CUST03028,28,One year,DSL,76.51,2093.07,Bank transfer (automatic),Yes,No,0,No,Yes,0,0
CUST03029,27,One year,DSL,69.8,1858.17,Mailed check,No,No,0,Yes,Yes,0,0
CUST03030,10,Month-to-month,Fiber optic,103.62,1002.98,Bank transfer (automatic),No,Yes,0,Yes,Yes,1,1
CUST03031,64,Month-to-month,No,106.31,6463.69,Credit card (automatic),Yes,No,0,No,Yes,0,0
CUST03032,18,One year,Fiber optic,71.27,1250.92,Electronic check,Yes,No,1,Yes,No,4,1
CUST03033,8,Month-to-month,No,112.58,874.49,Bank transfer (automatic),No,Yes,0,No,Yes,0,0
CUST03034,26,Two year,Fiber optic,24.6,624.66,Mailed check,Yes,No,0,No,Yes,1,0
CUST03035,33,Month-to-month,DSL,29.55,961.27,Electronic check,Yes,Yes,0,Yes,Yes,0,1
CUST03036,43,One year,No,78.87,3269.89,Electronic check,No,No,0,Yes,No,2,0
CUST03037,67,Month-to-month,DSL,54.11,3535.69,Mailed check,No,No,0,No,Yes,1,0
CUST03038,14,One year,No,65.35,880.75,Electronic check,No,No,0,No,No,2,1
CUST03039,50,One year,DSL,51.46,2503.44,Credit card (automatic),No,No,0,No,Yes,1,0
CUST03040,12,Month-to-month,Fiber optic,59.28,688.05,Electronic check,No,No,0,Yes,No,1,1
CUST03041,48,Month-to-month,Fiber optic,101.91,4737.36,Electronic check,No,No,1,No,No,1,0
CUST03042,69,Month-to-month,DSL,78.53,5304.61,Electronic check,No,Yes,0,No,Yes,5,0
CUST03043,55,One year,Fiber optic,119.73,6482.95,Electronic check,Yes,No,0,Yes,Yes,1,0
CUST03044,50,Month-to-month,DSL,98.26,4670.46,Mailed check,Yes,Yes,0,No,No,0,0
CUST03045,36,One year,DSL,45.91,1642.57,Mailed check,Yes,Yes,0,Yes,No,0,0
CUST03046,16,Month-to-month,DSL,44.96,696.5,Bank transfer (automatic),No,No,0,No,Yes,2,1
CUST03047,57,Month-to-month,Fiber optic,52.26,2925.74,Credit card (automatic),No,No,0,No,Yes,2,0
CUST03048,28,Month-to-month,Fiber optic,104.01,2784.49,Bank transfer (automatic),Yes,No,0,Yes,Yes,0,1
CUST03049,32,Month-to-month,Fiber optic,20.78,650.71,Electronic check,Yes,Yes,0,No,No,0,1
CUST03050,59,Month-to-month,No,41.48,2407.97,Credit card (automatic),Yes,Yes,0,No,No,0,0
CUST03051,54,Two year,Fiber optic,110.3,5705.28,Mailed check,Yes,No,0,Yes,Yes,2,0
CUST03052,9,Two year,Fiber optic,83.27,746.14,Mailed check,No,Yes,0,No,Yes,0,0
CUST03053,46,Month-to-month,Fiber optic,41.14,1869.49,Mailed check,No,Yes,0,No,Yes,2,1
CUST03054,22,One year,Fiber optic,40.35,867.01,Electronic check,Yes,No,0,No,No,4,0
CUST03055,20,Two year,Fiber optic,105.99,2031.41,Credit card (automatic),Yes,No,0,No,No,1,0
CUST03056,12,Month-to-month,DSL,109.16,1301.11,Electronic check,Yes,No,0,Yes,No,1,1
CUST03057,32,Month-to-month,No,44.13,1346.4,Bank transfer (automatic),No,Yes,0,Yes,No,1,0
CUST03058,23,Month-to-month,Fiber optic,60.89,1338.51,Electronic check,No,No,1,No,Yes,3,0
CUST03059,10,Month-to-month,DSL,103.13,1015.74,Credit card (automatic),No,No,0,Yes,No,2,1
CUST03060,16,Two year,Fiber optic,96.64,1488.55,Credit card (automatic),No,Yes,0,No,No,2,0
CUST03061,67,One year,DSL,101.02,6585.36,Electronic check,No,No,0,No,Yes,2,0
CUST03062,46,Month-to-month,DSL,70.88,3185.31,Bank transfer (automatic),No,Yes,1,No,No,1,0
CUST03063,24,Month-to-month,DSL,110.98,2591.37,Bank transfer (automatic),No,No,0,No,Yes,1,1
CUST03064,72,One year,Fiber optic,51.25,3520.98,Bank transfer (automatic),Yes,Yes,0,No,No,2,0
CUST03065,20,Two year,Fiber optic,33.98,670.68,Bank transfer (automatic),No,No,0,No,No,1,0
CUST03066,11,One year,No,90.29,955.45,Bank transfer (automatic),No,No,0,No,Yes,4,0
CUST03067,36,One year,DSL,73.01,2594.0,Electronic check,No,No,0,No,No,1,1
CUST03068,41,Month-to-month,Fiber optic,105.17,4282.93,Bank transfer (automatic),Yes,No,0,Yes,No,2,0
CUST03069,16,Two year,Fiber optic,26.28,410.73,Mailed check,Yes,No,0,No,No,1,0
CUST03070,47,One year,DSL,104.06,4819.02,Mailed check,Yes,No,0,Yes,Yes,2,0
CUST03071,27,Month-to-month,Fiber optic,47.92,1231.54,Credit card (automatic),Yes,No,0,No,No,2,0
CUST03072,40,One year,DSL,84.8,3228.63,Electronic check,No,Yes,0,Yes,Yes,2,0
CUST03073,46,Month-to-month,DSL,22.09,975.35,Electronic check,No,No,0,Yes,Yes,0,0
CUST03074,17,Month-to-month,Fiber optic,80.18,1319.33,Electronic check,No,No,0,Yes,Yes,1,1
CUST03075,70,Month-to-month,Fiber optic,91.16,6120.46,Electronic check,No,No,0,Yes,Yes,1,1
CUST03076,12,Month-to-month,DSL,55.61,655.14,Electronic check,No,No,0,Yes,No,1,1
CUST03077,12,Month-to-month,DSL,39.97,462.3,Credit card (automatic),No,No,0,No,Yes,0,1
CUST03078,30,Month-to-month,DSL,72.84,2168.35,Electronic check,Yes,No,0,Yes,Yes,2,0
CUST03079,1,Month-to-month,DSL,102.99,100.73,Bank transfer (automatic),No,No,1,No,Yes,0,0
CUST03080,15,Month-to-month,DSL,51.0,741.21,Electronic check,Yes,Yes,0,Yes,Yes,2,1
CUST03081,8,Month-to-month,Fiber optic,43.75,348.13,Bank transfer (automatic),No,Yes,0,Yes,Yes,2,1
CUST03082,72,Month-to-month,Fiber optic,46.45,3315.7,Credit card (automatic),No,No,0,No,No,1,0
CUST03083,37,One year,Fiber optic,114.81,4209.75,Electronic check,No,Yes,0,Yes,Yes,1,0
CUST03084,53,Month-to-month,Fiber optic,54.65,2857.11,Credit card (automatic),Yes,Yes,0,Yes,No,2,0
CUST03085,55,Month-to-month,Fiber optic,18.37,990.86,Credit card (automatic),Yes,Yes,0,No,No,2,0
CUST03086,44,Two year,DSL,97.73,4163.98,Bank transfer (automatic),Yes,No,0,Yes,No,2,0
CUST03087,33,One year,DSL,89.33,2862.78,Electronic check,No,No,0,Yes,No,0,0
CUST03088,8,Two year,No,31.11,244.49,Bank transfer (automatic),No,Yes,0,Yes,No,5,1
CUST03089,7,Month-to-month,DSL,118.46,794.93,Credit card (automatic),Yes,No,1,Yes,Yes,0,1
CUST03090,6,Month-to-month,DSL,80.02,475.99,Electronic check,No,No,0,Yes,No,2,1
CUST03091,35,One year,DSL,69.08,2410.39,Mailed check,Yes,No,0,No,Yes,1,0
CUST03092,17,Month-to-month,Fiber optic,56.99,925.14,Electronic check,No,No,0,Yes,Yes,1,1
CUST03093,2,Month-to-month,Fiber optic,109.66,208.6,Electronic check,Yes,No,0,Yes,No,0,0
CUST03094,27,Month-to-month,No,42.88,1108.13,Credit card (automatic),Yes,No,0,No,Yes,0,1
CUST03095,69,Two year,No,47.15,3214.29,Mailed check,No,Yes,1,Yes,Yes,0,0
CUST03096,43,Month-to-month,Fiber optic,30.49,1252.58,Electronic check,No,No,0,Yes,No,1,1
CUST03097,20,Two year,Fiber optic,95.43,1848.69,Bank transfer (automatic),Yes,Yes,0,No,Yes,2,0
CUST03098,27,Two year,DSL,78.75,2026.65,Electronic check,No,No,0,Yes,Yes,0,0
CUST03099,53,Month-to-month,DSL,80.12,4125.88,Electronic check,No,No,0,Yes,No,1,0
CUST03100,53,One year,DSL,40.28,2092.56,Mailed check,No,No,0,No,Yes,1,0
CUST03101,64,One year,DSL,84.42,5302.52,Mailed check,No,No,0,No,Yes,1,1
CUST03102,20,Two year,DSL,96.08,1875.38,Electronic check,No,No,0,Yes,No,1,0
CUST03103,12,Month-to-month,DSL,54.5,651.98,Electronic check,No,No,0,No,No,2,1
CUST03104,56,One year,DSL,99.74,5454.5,Mailed check,No,No,0,Yes,Yes,2,0
CUST03105,48,Month-to-month,No,53.58,2553.74,Credit card (automatic),No,Yes,0,Yes,Yes,2,0
CUST03106,53,Two year,Fiber optic,95.33,5050.73,Credit card (automatic),No,No,0,Yes,No,1,0
CUST03107,9,Month-to-month,No,21.44,185.53,Electronic check,No,No,0,No,Yes,1,1
CUST03108,52,Month-to-month,Fiber optic,74.22,3717.71,Bank transfer (automatic),No,Yes,0,Yes,Yes,1,0
CUST03109,43,One year,Fiber optic,116.89,4906.11,Credit card (automatic),Yes,No,1,No,Yes,1,0
CUST03110,46,Two year,DSL,118.09,5210.07,Mailed check,No,Yes,0,No,No,1,0
CUST03111,52,One year,DSL,46.74,2377.51,Credit card (automatic),No,No,0,No,Yes,0,0
CUST03112,45,Month-to-month,DSL,63.02,2791.15,Credit card (automatic),Yes,No,1,Yes,No,1,0
CUST03113,12,Month-to-month,No,24.42,279.27,Electronic check,Yes,Yes,0,No,Yes,0,0
CUST03114,36,Two year,No,107.08,3793.47,Electronic check,No,Yes,0,No,Yes,0,0
CUST03115,23,One year,DSL,75.99,1674.32,Electronic check,No,No,0,Yes,Yes,2,0
CUST03116,1,Two year,DSL,57.28,55.27,Electronic check,Yes,No,1,Yes,Yes,0,0
CUST03117,13,Month-to-month,Fiber optic,29.5,378.49,Credit card (automatic),Yes,No,0,Yes,No,0,1
CUST03118,9,Month-to-month,DSL,114.57,988.01,Credit card (automatic),No,No,0,Yes,No,2,1
CUST03119,34,One year,Fiber optic,72.08,2393.33,Electronic check,Yes,Yes,0,Yes,No,1,0
CUST03120,24,Two year,DSL,46.86,1101.54,Bank transfer (automatic),No,Yes,0,No,No,2,0
CUST03121,2,Month-to-month,Fiber optic,53.72,102.95,Bank transfer (automatic),No,No,0,Yes,Yes,0,1
CUST03122,16,Two year,DSL,45.61,703.3,Mailed check,No,No,0,Yes,Yes,0,0
CUST03123,11,Month-to-month,Fiber optic,79.38,856.0,Bank transfer (automatic),Yes,No,0,No,Yes,1,1
CUST03124,53,Month-to-month,DSL,112.86,5820.44,Credit card (automatic),Yes,No,0,No,No,1,0
CUST03125,23,Month-to-month,Fiber optic,105.38,2382.53,Electronic check,No,Yes,0,No,Yes,0,0
CUST03126,28,Month-to-month,No,64.96,1805.67,Electronic check,No,No,1,Yes,No,2,1
CUST03127,42,Month-to-month,DSL,102.3,4110.78,Electronic check,Yes,Yes,0,No,No,2,1
CUST03128,24,Month-to-month,No,61.16,1399.63,Mailed check,Yes,Yes,0,Yes,No,2,1
CUST03129,59,Month-to-month,No,43.74,2537.66,Electronic check,No,Yes,1,Yes,Yes,1,0
CUST03130,64,Two year,No,118.31,7485.01,Mailed check,No,Yes,1,No,Yes,1,0
CUST03131,27,Month-to-month,Fiber optic,49.0,1286.57,Mailed check,No,Yes,0,No,Yes,1,1
CUST03132,15,Month-to-month,Fiber optic,51.02,742.11,Bank transfer (automatic),Yes,No,0,Yes,No,1,1
CUST03133,46,Month-to-month,No,118.95,5361.38,Mailed check,Yes,No,0,No,No,0,1
CUST03134,57,Month-to-month,DSL,31.66,1764.15,Electronic check,Yes,Yes,1,No,Yes,1,0
CUST03135,26,One year,Fiber optic,95.57,2421.48,Credit card (automatic),Yes,No,1,No,Yes,2,0
CUST03136,52,Month-to-month,No,113.45,5845.92,Credit card (automatic),No,No,0,Yes,Yes,2,0
CUST03137,41,One year,Fiber optic,70.2,2759.26,Electronic check,No,Yes,0,No,No,2,0
CUST03138,58,One year,No,18.26,1042.2,Electronic check,Yes,No,0,Yes,Yes,1,0
CUST03139,46,Month-to-month,Fiber optic,56.26,2554.49,Credit card (automatic),No,Yes,0,No,No,3,0
CUST03140,33,Month-to-month,No,29.38,964.76,Electronic check,No,Yes,0,Yes,Yes,0,0
CUST03141,36,Month-to-month,Fiber optic,60.45,2170.23,Electronic check,No,No,0,No,No,1,1
CUST03142,5,Month-to-month,Fiber optic,98.58,480.77,Mailed check,No,Yes,0,No,Yes,1,0
CUST03143,6,One year,Fiber optic,62.75,365.84,Electronic check,No,No,0,Yes,Yes,0,1
CUST03144,24,One year,No,62.06,1452.5,Electronic check,No,Yes,0,No,No,2,0
CUST03145,32,Month-to-month,No,74.79,2361.28,Mailed check,Yes,No,0,Yes,No,0,0
CUST03146,54,Month-to-month,No,77.33,3970.61,Bank transfer (automatic),Yes,No,0,Yes,Yes,2,0
CUST03147,57,Month-to-month,Fiber optic,105.34,5756.44,Credit card (automatic),No,Yes,0,No,No,1,0
CUST03148,6,One year,DSL,49.45,295.33,Credit card (automatic),No,No,0,Yes,Yes,1,0
CUST03149,56,Month-to-month,DSL,101.81,5472.0,Electronic check,Yes,No,0,Yes,No,3,0
CUST03150,11,Month-to-month,No,75.73,800.9,Electronic check,No,No,0,No,Yes,1,1
CUST03151,15,Month-to-month,Fiber optic,48.65,727.54,Bank transfer (automatic),Yes,No,0,No,Yes,1,0
CUST03152,42,One year,DSL,48.1,1948.92,Mailed check,No,Yes,0,Yes,Yes,0,0
CUST03153,6,Two year,DSL,54.84,317.37,Electronic check,No,No,0,Yes,Yes,1,1
CUST03154,50,Month-to-month,No,81.51,4059.95,Electronic check,No,Yes,0,Yes,Yes,1,0
CUST03155,72,Month-to-month,No,41.54,2897.43,Electronic check,No,Yes,0,Yes,Yes,1,0
CUST03156,31,Two year,No,111.87,3380.22,Mailed check,No,Yes,0,Yes,Yes,1,0
CUST03157,7,Month-to-month,Fiber optic,76.64,524.69,Electronic check,Yes,No,0,No,Yes,2,0
CUST03158,71,One year,Fiber optic,111.84,7888.34,Credit card (automatic),No,No,0,Yes,Yes,1,0
CUST03159,44,Month-to-month,DSL,22.73,953.99,Electronic check,Yes,Yes,0,No,No,2,0
CUST03160,58,One year,DSL,52.95,2957.6,Credit card (automatic),No,Yes,0,No,No,2,0
CUST03161,3,Month-to-month,No,20.33,59.73,Credit card (automatic),No,Yes,0,No,Yes,5,1
CUST03162,66,Two year,DSL,45.77,2935.42,Mailed check,No,Yes,0,Yes,Yes,0,0
CUST03163,28,One year,Fiber optic,105.92,2858.74,Bank transfer (automatic),No,No,0,No,Yes,0,0
CUST03164,28,One year,Fiber optic,21.73,590.48,Bank transfer (automatic),No,Yes,0,No,No,3,0
CUST03165,27,One year,Fiber optic,62.49,1684.38,Electronic check,Yes,Yes,0,Yes,No,1,1
CUST03166,43,One year,No,29.99,1226.45,Electronic check,No,No,1,Yes,Yes,0,0
CUST03167,3,Month-to-month,DSL,60.52,173.82,Mailed check,Yes,No,0,Yes,No,2,1
CUST03168,8,Two year,Fiber optic,103.56,787.83,Bank transfer (automatic),Yes,No,0,No,Yes,1,1
CUST03169,4,Two year,DSL,81.55,319.57,Mailed check,Yes,No,1,Yes,Yes,2,0
CUST03170,55,Month-to-month,DSL,93.15,4870.4,Mailed check,No,Yes,0,No,No,4,0
CUST03171,49,Two year,Fiber optic,53.61,2555.18,Mailed check,No,No,0,No,Yes,1,0
CUST03172,14,One year,DSL,114.33,1589.35,Mailed check,Yes,Yes,0,Yes,No,0,0
CUST03173,31,Month-to-month,Fiber optic,90.34,2674.12,Mailed check,Yes,No,0,No,No,0,0
CUST03174,27,Month-to-month,Fiber optic,61.02,1595.24,Mailed check,No,No,0,Yes,No,2,0
CUST03175,21,Month-to-month,DSL,61.5,1251.33,Credit card (automatic),No,No,0,No,Yes,0,1
CUST03176,16,Month-to-month,DSL,111.71,1730.37,Bank transfer (automatic),No,No,0,No,Yes,2,0
CUST03177,58,Month-to-month,Fiber optic,76.79,4393.13,Bank transfer (automatic),No,No,0,No,Yes,2,0
CUST03178,70,Month-to-month,No,90.05,5989.71,Bank transfer (automatic),No,Yes,0,Yes,Yes,2,0
CUST03179,56,Month-to-month,Fiber optic,60.54,3352.94,Bank transfer (automatic),No,No,1,No,No,1,0
CUST03180,25,Month-to-month,Fiber optic,40.82,1012.29,Bank transfer (automatic),No,No,0,No,No,0,0
CUST03181,24,Two year,Fiber optic,91.8,2140.57,Electronic check,No,Yes,0,No,Yes,2,1
CUST03182,9,Month-to-month,Fiber optic,80.0,715.94,Credit card (automatic),No,No,1,Yes,No,0,0
CUST03183,44,Month-to-month,DSL,69.14,2948.01,Electronic check,No,No,0,Yes,No,2,0
CUST03184,10,Month-to-month,Fiber optic,81.65,804.04,Mailed check,No,Yes,0,Yes,No,0,1
CUST03185,52,Month-to-month,Fiber optic,39.25,1978.63,Electronic check,Yes,No,0,Yes,No,0,0
CUST03186,71,One year,Fiber optic,98.98,6689.5,Electronic check,No,No,0,Yes,Yes,1,0
CUST03187,67,One year,Fiber optic,114.71,7333.35,Credit card (automatic),No,Yes,0,No,Yes,0,0
CUST03188,27,One year,No,108.89,2858.01,Mailed check,No,No,0,Yes,No,2,0
CUST03189,64,Month-to-month,DSL,50.79,3248.95,Credit card (automatic),No,No,1,Yes,No,2,0
CUST03190,48,One year,No,59.41,2734.41,Electronic check,No,No,0,No,Yes,1,0
CUST03191,46,Month-to-month,Fiber optic,100.46,4597.03,Electronic check,Yes,No,0,No,Yes,1,0
CUST03192,51,Month-to-month,Fiber optic,78.7,3997.52,Electronic check,Yes,Yes,0,No,Yes,1,0
CUST03193,53,Month-to-month,DSL,73.89,3800.57,Bank transfer (automatic),No,Yes,0,No,Yes,4,0
CUST03194,59,Month-to-month,Fiber optic,112.52,6460.04,Credit card (automatic),No,Yes,0,No,No,2,0
CUST03195,56,Month-to-month,Fiber optic,72.67,3968.36,Mailed check,No,Yes,0,Yes,Yes,0,0
CUST03196,46,Month-to-month,Fiber optic,70.52,3206.68,Mailed check,No,No,0,No,No,2,0
CUST03197,30,Two year,DSL,22.29,639.4,Credit card (automatic),No,No,0,Yes,No,2,0
CUST03198,45,Month-to-month,Fiber optic,25.08,1090.72,Electronic check,No,No,0,Yes,No,2,0
CUST03199,25,Month-to-month,DSL,18.76,449.55,Mailed check,Yes,No,0,No,Yes,1,0
CUST03200,4,Month-to-month,No,111.15,441.9,Mailed check,No,Yes,0,Yes,No,2,1
CUST03201,51,One year,No,59.66,2901.26,Electronic check,No,No,0,No,No,1,0
CUST03202,53,Month-to-month,DSL,65.79,3442.88,Electronic check,No,No,0,No,Yes,1,0
CUST03203,32,Two year,No,104.23,3241.93,Electronic check,Yes,No,1,Yes,Yes,0,0
CUST03204,49,Two year,No,80.14,3870.82,Credit card (automatic),Yes,No,0,Yes,No,1,0
CUST03205,37,Month-to-month,Fiber optic,80.17,2949.96,Bank transfer (automatic),Yes,No,0,Yes,No,0,0
CUST03206,26,Month-to-month,Fiber optic,48.25,1213.08,Credit card (automatic),No,No,0,Yes,No,0,1
CUST03207,14,Month-to-month,Fiber optic,103.06,1387.07,Mailed check,No,No,0,Yes,No,1,0
CUST03208,60,One year,Fiber optic,34.91,2057.97,Bank transfer (automatic),No,No,0,No,No,0,0
CUST03209,20,Month-to-month,DSL,23.42,468.34,Bank transfer (automatic),Yes,Yes,1,No,Yes,1,0
CUST03210,45,Month-to-month,DSL,37.54,1666.45,Credit card (automatic),Yes,No,0,No,Yes,1,0
CUST03211,68,Month-to-month,Fiber optic,45.31,3049.59,Electronic check,Yes,Yes,0,No,Yes,2,0
CUST03212,5,One year,DSL,46.8,229.67,Electronic check,Yes,Yes,0,Yes,Yes,4,0
CUST03213,37,Month-to-month,No,86.39,3095.45,Bank transfer (automatic),No,Yes,0,No,Yes,1,1
CUST03214,61,Month-to-month,DSL,40.22,2411.05,Credit card (automatic),No,Yes,0,Yes,Yes,3,0
CUST03215,61,One year,Fiber optic,87.02,5076.93,Credit card (automatic),Yes,No,0,Yes,No,1,0
CUST03216,45,One year,No,27.3,1197.1,Bank transfer (automatic),Yes,No,0,Yes,Yes,1,0
CUST03217,12,Two year,Fiber optic,33.01,387.66,Electronic check,Yes,No,0,No,Yes,1,0
CUST03218,2,Month-to-month,Fiber optic,69.9,139.15,Electronic check,Yes,Yes,1,Yes,No,0,1
CUST03219,5,One year,No,112.03,557.9,Credit card (automatic),No,Yes,0,Yes,No,1,1
CUST03220,7,One year,No,105.68,705.0,Mailed check,No,No,0,No,No,3,1
CUST03221,43,Month-to-month,DSL,116.81,4930.38,Electronic check,No,Yes,0,No,Yes,2,0
CUST03222,32,One year,Fiber optic,84.35,2671.72,Credit card (automatic),No,No,0,Yes,No,1,0
CUST03223,49,Month-to-month,No,86.93,4160.84,Electronic check,Yes,No,0,Yes,Yes,3,0
CUST03224,10,Two year,Fiber optic,81.75,780.54,Bank transfer (automatic),Yes,No,0,No,No,1,0
CUST03225,27,Month-to-month,Fiber optic,81.53,2116.86,Bank transfer (automatic),Yes,No,1,Yes,No,2,0
CUST03226,69,One year,DSL,33.01,2199.52,Electronic check,No,No,0,No,Yes,3,0
CUST03227,40,Month-to-month,DSL,73.46,2888.86,Electronic check,No,Yes,0,Yes,No,0,1
CUST03228,15,Two year,Fiber optic,57.38,820.49,Electronic check,No,No,0,No,No,0,0
CUST03229,67,Month-to-month,Fiber optic,63.14,4135.12,Bank transfer (automatic),Yes,No,0,No,No,3,0
CUST03230,47,Two year,No,71.41,3206.74,Mailed check,No,No,0,No,Yes,1,0
CUST03231,55,Two year,Fiber optic,31.1,1658.77,Electronic check,Yes,Yes,0,Yes,No,0,0
CUST03232,63,Month-to-month,DSL,54.67,3345.28,Credit card (automatic),Yes,No,0,Yes,Yes,1,0
CUST03233,58,Two year,DSL,24.47,1380.36,Electronic check,No,No,0,No,Yes,2,0
CUST03234,61,Two year,No,117.93,7089.73,Electronic check,No,Yes,0,Yes,No,1,0
CUST03235,10,Month-to-month,DSL,30.09,287.08,Electronic check,No,No,1,No,No,1,0
CUST03236,17,Month-to-month,DSL,44.37,726.69,Electronic check,No,No,1,No,Yes,2,0
CUST03237,18,Month-to-month,No,108.91,1925.2,Credit card (automatic),Yes,No,0,No,Yes,1,0
CUST03238,54,Month-to-month,Fiber optic,67.24,3620.71,Electronic check,Yes,No,0,No,No,0,0
CUST03239,25,Month-to-month,DSL,31.83,780.66,Mailed check,Yes,No,0,Yes,Yes,2,0
CUST03240,5,Month-to-month,No,57.19,284.28,Credit card (automatic),Yes,No,0,No,Yes,3,0
CUST03241,3,Month-to-month,No,29.82,89.32,Bank transfer (automatic),Yes,No,0,No,Yes,4,1
CUST03242,28,Month-to-month,DSL,38.42,1069.52,Mailed check,No,Yes,0,No,No,0,0
CUST03243,58,Month-to-month,No,23.31,1350.1,Credit card (automatic),Yes,No,0,No,Yes,0,0
CUST03244,16,Two year,Fiber optic,62.7,992.02,Bank transfer (automatic),No,No,0,No,No,0,0
CUST03245,42,One year,Fiber optic,100.28,4188.0,Electronic check,No,No,1,No,Yes,0,0
CUST03246,65,Month-to-month,No,77.77,4926.51,Bank transfer (automatic),Yes,Yes,0,Yes,No,4,0
CUST03247,33,One year,No,79.85,2548.81,Credit card (automatic),No,Yes,0,No,No,1,0
CUST03248,7,One year,DSL,38.46,269.22,Mailed check,No,No,0,Yes,Yes,4,0
CUST03249,12,Two year,DSL,53.08,608.23,Bank transfer (automatic),No,No,0,Yes,Yes,0,0
CUST03250,7,Month-to-month,DSL,104.21,727.95,Credit card (automatic),Yes,Yes,0,Yes,No,3,0
CUST03251,64,Month-to-month,Fiber optic,26.96,1676.34,Bank transfer (automatic),No,Yes,1,Yes,Yes,0,1
CUST03252,42,Two year,DSL,105.51,4214.81,Electronic check,Yes,No,0,No,No,0,0
CUST03253,38,Two year,Fiber optic,67.34,2533.72,Electronic check,No,No,1,No,Yes,1,1
CUST03254,58,One year,DSL,103.39,5829.98,Bank transfer (automatic),Yes,No,0,No,No,2,0
CUST03255,43,One year,Fiber optic,50.44,2147.09,Electronic check,No,No,0,Yes,Yes,1,0
CUST03256,8,Month-to-month,DSL,52.56,400.4,Credit card (automatic),No,Yes,0,No,Yes,2,0
CUST03257,36,Month-to-month,No,94.66,3403.35,Mailed check,No,No,1,Yes,No,0,1
CUST03258,35,Month-to-month,DSL,98.07,3375.99,Mailed check,Yes,No,1,Yes,No,5,1
CUST03259,27,Month-to-month,DSL,41.42,1065.11,Bank transfer (automatic),Yes,No,0,No,Yes,2,0
CUST03260,41,Two year,No,117.23,4567.23,Mailed check,No,Yes,0,Yes,Yes,0,0
CUST03261,42,Month-to-month,Fiber optic,26.62,1095.34,Mailed check,No,Yes,0,Yes,No,0,0
CUST03262,41,Month-to-month,DSL,24.99,1023.39,Electronic check,No,No,0,Yes,No,0,0
CUST03263,65,Two year,DSL,78.74,4996.29,Bank transfer (automatic),Yes,No,0,No,Yes,0,0
CUST03264,54,Month-to-month,Fiber optic,91.72,4792.88,Credit card (automatic),Yes,No,0,No,Yes,0,0
CUST03265,71,Two year,Fiber optic,116.01,8211.56,Bank transfer (automatic),No,No,1,Yes,Yes,0,0
CUST03266,47,Two year,Fiber optic,59.3,2784.86,Mailed check,Yes,No,0,Yes,No,0,0
CUST03267,21,One year,Fiber optic,20.58,427.52,Electronic check,Yes,No,0,Yes,No,0,0
